0.0	0.0	0.0	0
0.0	0.16280572	9.998186	299
-0.019153614	0.16280572	10.01734	2
0.0	0.16280572	9.969456	1
0.02873042	0.1436521	9.988609	1
0.02873042	0.17238252	9.959879	47
0.0	0.18195933	9.950302	1
0.0	0.15322891	9.959879	2
-0.009576807	0.18195933	9.9790325	2
0.0	0.18195933	10.007763	2
0.02873042	0.19153613	10.01734	2
0.05746084	0.20111294	9.988609	57
0.06703765	0.18195933	9.9790325	2
0.038307227	0.17238252	9.988609	3
-0.02873042	0.17238252	9.950302	2
-0.009576807	0.16280572	9.959879	2
-0.019153614	0.17238252	10.007763	3
-0.038307227	0.15322891	9.998186	2
-0.009576807	0.16280572	10.01734	32
0.009576807	0.18195933	10.01734	4
0.02873042	0.17238252	10.04607	3
0.0	0.20111294	10.01734	2
0.019153614	0.17238252	10.01734	13
0.019153614	0.18195933	10.01734	7
0.0	0.19153613	10.007763	5
0.02873042	0.20111294	9.959879	16
0.019153614	0.20111294	10.007763	14
-0.019153614	0.17238252	9.9790325	5
0.02873042	0.17238252	10.007763	10
0.038307227	0.17238252	10.0269165	6
0.0	0.17238252	10.0269165	13
0.0	0.1436521	9.988609	16
0.0	0.18195933	10.01734	4
0.019153614	0.16280572	9.988609	12
-0.009576807	0.17238252	9.969456	4
-0.009576807	0.20111294	9.988609	12
-0.019153614	0.19153613	9.998186	8
0.009576807	0.16280572	10.04607	10
0.0	0.18195933	10.0269165	19
0.009576807	0.19153613	10.04607	4
0.009576807	0.21068975	10.036493	12
0.02873042	0.18195933	9.988609	7
0.019153614	0.16280572	9.998186	8
0.02873042	0.15322891	10.01734	10
0.038307227	0.17238252	10.04607	11
0.038307227	0.18195933	10.04607	17
0.02873042	0.18195933	10.036493	4
0.019153614	0.17238252	9.998186	13
0.009576807	0.15322891	9.988609	5
0.0	0.18195933	9.998186	12
0.02873042	0.22984336	9.998186	14
0.047884032	0.20111294	9.9790325	4
0.047884032	0.17238252	9.969456	10
0.02873042	0.15322891	9.940725	10
0.019153614	0.19153613	9.998186	10
0.0	0.19153613	9.988609	14
-0.009576807	0.18195933	9.959879	6
-0.019153614	0.17238252	9.950302	11
-0.019153614	0.19153613	9.959879	9
0.0	0.17238252	10.007763	10
0.019153614	0.18195933	9.969456	15
0.02873042	0.19153613	10.01734	5
0.009576807	0.19153613	10.04607	11
0.0	0.17238252	9.998186	9
0.02873042	0.15322891	9.9790325	10
0.02873042	0.17238252	9.9790325	15
0.019153614	0.15322891	9.931149	5
-0.02873042	0.17238252	9.959879	12
-0.009576807	0.18195933	9.969456	9
0.019153614	0.19153613	9.950302	9
0.0	0.22026655	9.9790325	10
0.009576807	0.19153613	10.007763	10
-0.019153614	0.19153613	10.01734	14
0.0	0.20111294	10.01734	7
-0.009576807	0.17238252	9.9790325	9
-0.02873042	0.18195933	9.988609	10
0.0	0.19153613	9.9790325	10
0.0	0.18195933	9.959879	14
-0.02873042	0.15322891	9.9790325	6
-0.02873042	0.16280572	10.007763	10
-0.009576807	0.16280572	9.998186	10
-0.019153614	0.17238252	10.007763	10
-0.009576807	0.18195933	10.0269165	14
0.0	0.20111294	10.055647	6
-0.019153614	0.19153613	9.998186	10
-0.02873042	0.20111294	9.969456	10
0.0	0.17238252	10.0269165	10
0.0	0.18195933	10.01734	14
0.009576807	0.19153613	10.007763	6
-0.009576807	0.20111294	9.931149	11
0.009576807	0.17238252	9.959879	9
0.0	0.17238252	10.007763	10
0.019153614	0.18195933	9.9790325	15
0.038307227	0.16280572	10.0269165	5
-0.02873042	0.22026655	9.9790325	12
-0.019153614	0.19153613	9.959879	8
0.019153614	0.17238252	10.01734	10
0.038307227	0.15322891	10.0269165	16
0.009576807	0.1436521	10.0269165	4
-0.038307227	0.1436521	10.007763	13
-0.019153614	0.1436521	10.04607	7
-0.02873042	0.15322891	10.0269165	10
0.02873042	0.17238252	10.0269165	10
0.0	0.18195933	10.01734	10
-0.019153614	0.16280572	10.01734	14
-0.02873042	0.15322891	10.007763	6
-0.009576807	0.20111294	9.959879	10
0.047884032	0.18195933	9.969456	10
-0.009576807	0.15322891	9.998186	10
0.02873042	0.16280572	10.01734	15
0.02873042	0.18195933	10.0269165	5
0.0	0.16280572	10.01734	11
-0.009576807	0.18195933	10.04607	10
0.009576807	0.16280572	10.007763	9
0.0	0.15322891	9.9790325	15
0.0	0.16280572	10.007763	5
0.0	0.19153613	9.998186	12
-0.02873042	0.19153613	9.9790325	8
-0.02873042	0.18195933	10.007763	10
0.009576807	0.18195933	9.998186	15
0.047884032	0.18195933	10.007763	5
0.019153614	0.15322891	9.988609	13
0.038307227	0.17238252	9.9790325	17
0.019153614	0.18195933	10.007763	10
0.038307227	0.19153613	10.007763	10
0.009576807	0.19153613	9.998186	15
0.009576807	0.19153613	9.988609	5
0.019153614	0.19153613	9.988609	10
0.02873042	0.17238252	9.9790325	10
0.02873042	0.17238252	9.998186	10
0.02873042	0.1436521	9.9790325	14
-0.009576807	0.17238252	9.9790325	7
0.0	0.18195933	9.9790325	10
-0.009576807	0.16280572	10.007763	10
0.019153614	0.17238252	10.01734	9
-0.019153614	0.17238252	10.036493	15
-0.009576807	0.22026655	10.04607	5
-0.009576807	0.19153613	10.0269165	11
-0.02873042	0.18195933	9.988609	10
0.0	0.21068975	9.950302	9
-0.009576807	0.21068975	9.998186	15
0.0	0.19153613	10.007763	5
0.009576807	0.20111294	10.007763	12
0.02873042	0.17238252	9.998186	8
0.019153614	0.17238252	10.0269165	10
0.0	0.21068975	10.007763	16
-0.019153614	0.17238252	9.950302	4
-0.02873042	0.18195933	9.988609	13
-0.019153614	0.18195933	9.9790325	7
0.0	0.16280572	9.9790325	10
-0.038307227	0.1436521	9.9790325	10
-0.009576807	0.1340753	9.959879	10
-0.02873042	0.15322891	9.988609	14
0.0	0.19153613	9.950302	6
-0.009576807	0.19153613	9.969456	10
0.0	0.19153613	9.969456	10
0.009576807	0.17238252	9.9790325	10
-0.019153614	0.19153613	9.959879	14
0.009576807	0.18195933	10.007763	6
0.0	0.19153613	9.969456	10
-0.009576807	0.17238252	9.9790325	10
-0.009576807	0.16280572	9.959879	11
0.009576807	0.17238252	9.950302	14
-0.009576807	0.17238252	9.9790325	5
-0.02873042	0.18195933	9.950302	11
-0.02873042	0.18195933	9.959879	9
-0.019153614	0.16280572	9.988609	10
-0.009576807	0.19153613	10.055647	15
0.009576807	0.18195933	10.0269165	5
0.038307227	0.15322891	10.036493	12
0.019153614	0.1340753	10.055647	8
0.02873042	0.16280572	10.0269165	10
0.019153614	0.16280572	10.007763	15
0.009576807	0.17238252	9.988609	5
0.019153614	0.1436521	10.007763	12
0.009576807	0.15322891	9.998186	18
0.019153614	0.18195933	10.01734	15
0.009576807	0.21068975	10.036493	5
-0.009576807	0.18195933	10.007763	12
0.0	0.18195933	9.998186	8
-0.009576807	0.20111294	10.007763	10
0.009576807	0.18195933	9.988609	10
-0.009576807	0.18195933	9.9790325	10
0.19153613	0.8619126	8.944737	13
0.06703765	0.41180268	9.940725	8
0.009576807	0.16280572	10.247183	9
0.11492168	0.08619126	9.988609	10
0.038307227	0.019153614	10.093954	10
0.038307227	0.12449849	10.113108	14
0.076614454	0.15322891	9.931149	6
0.02873042	0.1436521	9.969456	10
0.047884032	0.15322891	10.0269165	10
0.02873042	0.17238252	9.940725	10
0.019153614	0.19153613	9.9790325	16
0.06703765	0.18195933	10.04607	4
0.038307227	0.17238252	10.055647	11
0.019153614	0.17238252	10.0269165	10
-0.009576807	0.17238252	10.0269165	9
-0.009576807	0.16280572	9.988609	15
0.019153614	0.18195933	9.9790325	5
-0.009576807	0.16280572	10.01734	12
0.0	0.1436521	9.9790325	8
0.019153614	0.1340753	9.998186	10
0.009576807	0.1436521	9.998186	10
-0.019153614	0.17238252	9.988609	10
0.0	0.1340753	10.007763	14
0.0	0.15322891	9.969456	6
-0.009576807	0.18195933	9.988609	10
0.038307227	0.18195933	9.998186	10
0.009576807	0.21068975	9.969456	10
0.009576807	0.20111294	9.988609	13
0.009576807	0.21068975	9.988609	8
0.019153614	0.19153613	9.998186	9
0.009576807	0.19153613	9.998186	10
-0.009576807	0.17238252	9.959879	10
0.009576807	0.20111294	9.988609	15
0.019153614	0.22026655	9.969456	5
0.009576807	0.17238252	9.969456	10
0.02873042	0.16280572	9.9790325	10
0.019153614	0.16280572	9.988609	10
0.047884032	0.16280572	9.969456	15
0.05746084	0.16280572	9.959879	5
0.019153614	0.15322891	9.940725	11
0.047884032	0.17238252	9.921572	10
0.02873042	0.17238252	9.950302	9
0.009576807	0.16280572	9.998186	24
0.0	0.17238252	10.01734	4
0.0	0.15322891	9.988609	3
-0.009576807	0.16280572	9.969456	10
0.009576807	0.1436521	9.9790325	11
0.009576807	0.16280572	9.9790325	19
0.019153614	0.1436521	9.9790325	4
0.019153614	0.15322891	9.998186	13
0.02873042	0.15322891	10.007763	4
0.02873042	0.16280572	9.988609	11
0.019153614	0.17238252	9.969456	13
0.02873042	0.18195933	10.007763	12
0.05746084	0.17238252	10.01734	3
0.009576807	0.20111294	9.988609	9
0.02873042	0.17238252	10.01734	13
0.0	0.18195933	10.0269165	7
0.02873042	0.18195933	10.0269165	10
0.009576807	0.22984336	10.007763	20
0.0	0.22984336	9.969456	12
0.009576807	0.19153613	9.931149	10
-0.019153614	0.20111294	9.9790325	8
-0.009576807	0.21068975	9.988609	13
-0.019153614	0.20111294	9.998186	8
0.019153614	0.19153613	9.998186	10
0.009576807	0.20111294	10.0269165	10
0.009576807	0.17238252	10.0269165	9
0.009576807	0.17238252	10.036493	15
-0.009576807	0.18195933	10.036493	5
0.019153614	0.17238252	10.01734	12
0.0	0.20111294	10.055647	8
0.019153614	0.16280572	10.04607	10
-0.009576807	0.1436521	10.007763	15
0.0	0.1436521	9.988609	5
0.009576807	0.17238252	9.998186	13
0.009576807	0.19153613	10.0269165	7
0.009576807	0.18195933	9.998186	10
0.0	0.17238252	9.988609	10
0.02873042	0.17238252	9.998186	10
0.0	0.19153613	9.998186	14
0.019153614	0.18195933	9.950302	16
0.009576807	0.16280572	9.940725	10
0.009576807	0.17238252	9.969456	10
-0.019153614	0.19153613	9.959879	14
